time,frequency,confidence
2.620,437.372,0.884226
2.630,436.865,0.869192
2.640,437.091,0.883812
2.650,437.611,0.893175
2.660,437.644,0.914113
2.670,437.364,0.922099
2.680,436.987,0.924507
2.690,437.004,0.919974
2.700,437.284,0.920036
2.710,436.780,0.923537
2.720,436.403,0.920063
2.730,435.984,0.927357
2.740,436.197,0.935085
2.750,436.330,0.938149
2.760,436.748,0.930902
2.770,436.764,0.931427
2.780,436.829,0.934619
2.790,436.678,0.932352
2.800,436.752,0.922939
2.810,437.273,0.921078
2.820,437.665,0.924082
2.830,437.966,0.918898
2.840,438.026,0.917718
2.850,437.538,0.930542
2.860,436.943,0.939772
2.870,436.033,0.942945
2.880,434.406,0.919589
2.890,432.475,0.898821
2.900,429.640,0.695374
2.910,428.885,0.314339
2.920,347.476,0.693856
2.930,347.002,0.859480
2.940,345.455,0.889095
2.950,344.995,0.843543
2.960,344.473,0.813559
2.970,344.369,0.804522
2.980,345.370,0.848590
2.990,345.312,0.887557
3.000,346.098,0.945592
3.010,346.420,0.949669
3.020,346.213,0.949550
3.030,346.672,0.951013
3.040,346.805,0.948899
3.050,347.607,0.947768
3.060,347.924,0.934705
3.070,348.146,0.930680
3.080,348.292,0.937613
3.090,348.532,0.945908
3.100,348.421,0.946634
3.110,348.728,0.956948
3.120,348.573,0.954489
3.130,348.739,0.957442
3.140,348.494,0.950455
3.150,348.456,0.947762
3.160,347.700,0.945975
3.170,347.209,0.949912
3.180,345.698,0.945739
3.190,344.794,0.914758
3.200,342.902,0.924240
3.210,342.145,0.921853
3.220,342.955,0.882815
3.230,344.806,0.868158
3.240,346.559,0.926931
3.250,347.579,0.932519
3.260,348.175,0.938080
3.270,347.985,0.942853
3.280,348.299,0.946863
3.290,348.428,0.950496
3.300,348.481,0.955618
3.310,348.454,0.953640
3.320,348.087,0.939097
3.330,347.774,0.943076
3.340,346.843,0.958043
3.350,345.982,0.949220
3.360,344.393,0.906906
3.370,343.147,0.898564
3.380,342.364,0.862044
3.390,342.618,0.860429
3.400,343.630,0.889073
3.410,345.408,0.940526
3.420,346.929,0.953753
3.430,347.784,0.928785
3.440,348.526,0.949100
3.450,349.029,0.963777
3.460,349.167,0.971653
3.470,349.270,0.972669
3.480,349.416,0.972756
3.490,349.160,0.968614
3.500,348.811,0.955805
3.510,347.783,0.938789
3.520,346.813,0.948502
3.530,345.684,0.935252
3.540,344.079,0.891142
3.550,342.178,0.887357
3.560,340.887,0.838590
3.570,341.970,0.845244
3.580,344.719,0.878471
3.590,346.743,0.932787
3.600,348.133,0.932647
3.610,348.699,0.955620
3.620,349.075,0.964498
3.630,349.230,0.970115
3.640,349.053,0.968051
3.650,349.006,0.966571
3.660,348.483,0.952621
3.670,347.991,0.945876
3.680,347.023,0.958716
3.690,346.285,0.950409
3.700,345.113,0.915922
3.710,343.040,0.885751
3.720,341.285,0.828143
3.730,341.435,0.838133
3.740,343.603,0.879367
3.750,345.082,0.908195
3.760,346.498,0.951739
3.770,347.702,0.941417
3.780,348.000,0.939162
3.790,348.297,0.947682
3.800,348.192,0.942438
3.810,348.187,0.941063
3.820,348.055,0.928776
3.830,348.153,0.929575
3.840,347.608,0.939961
3.850,347.014,0.950336
3.860,345.710,0.951287
3.870,344.529,0.901021
3.880,343.212,0.886354
3.890,342.630,0.819700
3.900,341.879,0.837287
3.910,342.713,0.892121
3.920,344.440,0.901557
3.930,345.905,0.953055
3.940,346.732,0.948570
3.950,347.393,0.938242
3.960,347.873,0.920646
3.970,348.021,0.920267
3.980,348.301,0.929369
3.990,348.218,0.931386
4.000,348.295,0.936672
4.010,348.021,0.937145
4.020,347.357,0.954706
4.030,346.428,0.941769
4.040,345.292,0.907993
4.050,344.584,0.889719
4.060,342.958,0.914814
4.070,342.331,0.907988
4.080,342.110,0.904532
4.090,343.651,0.890753
4.100,344.432,0.897386
4.110,345.828,0.931562
4.120,346.910,0.941254
4.130,347.229,0.945847
4.140,347.654,0.938985
4.150,347.637,0.935140
4.160,347.590,0.946997
4.170,347.758,0.935172
4.180,347.572,0.947706
4.190,347.471,0.945162
4.200,347.452,0.936229
4.210,347.328,0.941598
4.220,347.446,0.927996
4.230,347.341,0.908964
4.240,347.739,0.913040
4.250,347.603,0.926778
4.260,347.906,0.932940
4.270,348.011,0.932171
4.280,348.220,0.933272
4.290,348.340,0.935166
4.300,347.791,0.931187
4.310,346.830,0.919707
4.320,342.513,0.733811
4.330,332.775,0.725337
4.340,326.995,0.913402
4.350,326.540,0.934201
4.360,326.421,0.941582
4.370,326.523,0.934277
4.380,326.085,0.914421
4.390,326.121,0.903417
4.400,326.327,0.929655
4.410,326.936,0.947926
4.420,327.285,0.950254
4.430,327.356,0.949619
4.440,327.425,0.942699
4.450,327.466,0.942306
4.460,327.855,0.942650
4.470,327.977,0.937590
4.480,327.873,0.939775
4.490,327.942,0.933129
4.500,327.897,0.936270
4.510,327.670,0.934015
4.520,327.611,0.941937
4.530,327.378,0.939292
4.540,327.270,0.936860
4.550,327.449,0.931983
4.560,327.384,0.939433
4.570,327.474,0.943516
4.580,327.549,0.943859
4.590,327.702,0.938960
4.600,327.933,0.926185
4.610,328.349,0.927746
4.620,328.592,0.921755
4.630,328.780,0.926304
4.640,328.871,0.930752
4.650,328.778,0.925825
4.660,328.472,0.919626
4.670,328.164,0.924197
4.680,328.014,0.923487
4.690,328.407,0.894946
4.700,328.982,0.823148
4.710,328.437,0.623423
4.720,328.901,0.318512
4.730,369.119,0.646421
4.740,369.888,0.861945
4.750,368.816,0.834931
4.760,368.168,0.893501
4.770,368.159,0.908495
4.780,367.625,0.921843
4.790,368.122,0.919062
4.800,367.908,0.923281
4.810,368.346,0.917471
4.820,368.673,0.849814
4.830,368.496,0.876769
4.840,369.081,0.898198
4.850,368.867,0.883394
4.860,368.816,0.898064
4.870,369.174,0.900909
4.880,368.915,0.889324
4.890,369.131,0.854175
4.900,369.173,0.864257
4.910,369.329,0.897498
4.920,370.028,0.920233
4.930,369.930,0.932711
4.940,370.648,0.940304
4.950,371.023,0.945851
4.960,371.441,0.944050
4.970,371.919,0.941804
4.980,371.868,0.936983
4.990,372.110,0.929610
5.000,371.729,0.939882
5.010,371.731,0.940261
5.020,371.314,0.948861
5.030,371.297,0.945068
5.040,372.032,0.878477
5.050,372.302,0.647043
5.060,390.110,0.344902
5.070,401.919,0.629213
5.080,407.226,0.859409
5.090,407.206,0.922156
5.100,408.692,0.908481
5.110,410.242,0.905293
5.120,410.692,0.926523
5.130,411.823,0.931457
5.140,412.249,0.945868
5.150,412.995,0.945077
5.160,413.808,0.928738
5.170,414.045,0.924516
5.180,413.977,0.919572
5.190,413.333,0.928370
5.200,412.898,0.928832
5.210,411.836,0.938045
5.220,411.253,0.936008
5.230,410.699,0.941035
5.240,410.171,0.938277
5.250,410.035,0.932792
5.260,409.710,0.914054
5.270,410.161,0.919154
5.280,411.437,0.943245
5.290,412.527,0.945895
5.300,413.052,0.945803
5.310,413.913,0.940104
5.320,414.500,0.914463
5.330,414.715,0.899778
5.340,414.952,0.896666
5.350,415.472,0.906812
5.360,415.134,0.914757
5.370,414.954,0.893891
5.380,414.401,0.885028
5.390,413.767,0.912532
5.400,413.268,0.939539
5.410,413.149,0.953553
5.420,413.509,0.945983
5.430,414.607,0.844036
5.440,417.257,0.675105
5.450,423.525,0.544242
5.460,432.195,0.834836
5.470,432.347,0.899810
5.480,433.567,0.868392
5.490,436.496,0.887930
5.500,437.572,0.894092
5.510,436.642,0.904608
5.520,435.945,0.875691
5.530,436.056,0.901176
5.540,436.699,0.922686
5.550,436.681,0.928600
5.560,437.023,0.918842
5.570,437.001,0.916759
5.580,437.244,0.905510
5.590,437.886,0.898374
5.600,437.879,0.896380
5.610,438.285,0.904534
5.620,438.489,0.919674
5.630,438.778,0.942268
5.640,439.081,0.945501
5.650,439.049,0.947608
5.660,439.145,0.947038
5.670,438.850,0.941671
5.680,438.651,0.935175
5.690,438.801,0.941116
5.700,438.828,0.938164
5.710,439.045,0.942529
5.720,439.278,0.948129
5.730,439.212,0.947658
5.740,439.594,0.956190
5.750,440.252,0.929211
5.760,443.760,0.639058
5.770,489.507,0.849945
5.780,491.662,0.939785
5.790,491.558,0.954074
5.800,491.182,0.956295
5.810,491.492,0.941966
5.820,491.224,0.950027
5.830,491.531,0.959074
5.840,491.734,0.958716
5.850,492.000,0.953241
5.860,492.066,0.950201
5.870,493.028,0.951846
5.880,492.609,0.947622
5.890,492.202,0.953330
5.900,491.773,0.948736
5.910,491.428,0.942564
5.920,491.596,0.928217
5.930,491.260,0.949898
5.940,490.968,0.952232
5.950,491.108,0.951810
5.960,491.451,0.946037
5.970,491.999,0.948572
5.980,492.653,0.942038
5.990,492.214,0.949100
6.000,492.247,0.938510
6.010,492.353,0.935357
6.020,492.585,0.925246
6.030,492.432,0.940955
6.040,493.019,0.952471
6.050,492.878,0.944168
6.060,492.957,0.942283
6.070,492.205,0.925459
6.080,491.996,0.879374
6.090,492.705,0.595190
6.100,588.755,0.065887
6.110,588.834,0.607231
6.120,588.400,0.861076
6.130,587.595,0.934958
6.140,587.080,0.957653
6.150,587.187,0.968835
6.160,587.265,0.964487
6.170,586.989,0.963863
6.180,586.830,0.963385
6.190,586.958,0.955792
6.200,587.165,0.971241
6.210,587.245,0.974178
6.220,587.464,0.972664
6.230,587.830,0.977342
6.240,588.153,0.977572
6.250,588.343,0.975997
6.260,588.657,0.972730
6.270,589.106,0.972773
6.280,589.273,0.968247
6.290,589.568,0.969095
6.300,589.451,0.971631
6.310,589.344,0.974067
6.320,589.687,0.969434
6.330,590.027,0.971529
6.340,590.624,0.964913
6.350,590.959,0.962578
6.360,591.375,0.951102
6.370,591.476,0.949944
6.380,591.838,0.944674
6.390,592.143,0.930406
6.400,591.993,0.935983
6.410,591.891,0.934711
6.420,591.591,0.906459
6.430,592.795,0.793603
6.440,596.436,0.701186
6.450,604.165,0.597257
6.460,601.452,0.365765
6.470,690.500,0.234237
6.480,694.548,0.550603
6.490,696.265,0.691286
6.500,696.938,0.874683
6.510,697.042,0.910553
6.520,697.354,0.937927
6.530,697.465,0.920737
6.540,697.449,0.920400
6.550,697.390,0.929516
6.560,698.104,0.936637
6.570,697.839,0.944590
6.580,696.579,0.928561
6.590,695.247,0.914475
6.600,691.415,0.894803
6.610,689.492,0.829086
6.620,694.798,0.883084
6.630,697.507,0.817296
6.640,698.172,0.889199
6.650,699.387,0.925427
6.660,699.557,0.940280
6.670,699.973,0.941929
6.680,701.079,0.934018
6.690,700.889,0.924146
6.700,701.067,0.929699
6.710,700.458,0.937342
6.720,698.536,0.946867
6.730,698.035,0.947745
6.740,697.869,0.948019
6.750,697.137,0.944291
6.760,696.304,0.920416
6.770,695.471,0.889920
6.780,687.332,0.638328
6.790,661.346,0.900897
6.800,661.955,0.910630
6.810,662.106,0.915810
6.820,661.552,0.923774
6.830,663.389,0.875117
6.840,665.013,0.844399
6.850,663.991,0.902151
6.860,662.720,0.890987
6.870,662.303,0.920136
6.880,662.220,0.935351
6.890,661.691,0.942064
6.900,662.102,0.949909
6.910,660.359,0.951858
6.920,660.133,0.954411
6.930,659.991,0.960608
6.940,660.129,0.962068
6.950,660.082,0.963797
6.960,659.642,0.953349
6.970,659.629,0.956536
6.980,659.587,0.953707
6.990,660.064,0.954180
7.000,659.825,0.958900
7.010,659.247,0.953770
7.020,658.989,0.948575
7.030,658.684,0.946169
7.040,658.363,0.940740
7.050,658.373,0.942827
7.060,658.638,0.951119
7.070,658.367,0.944644
7.080,658.080,0.943550
7.090,657.162,0.945858
7.100,655.742,0.943244
7.110,652.748,0.909939
7.120,651.505,0.795104
7.130,658.412,0.796447
7.140,659.893,0.803947
7.150,654.038,0.739598
7.160,589.412,0.700090
7.170,588.884,0.838700
7.180,588.984,0.905586
7.190,588.699,0.935494
7.200,589.021,0.956564
7.210,588.767,0.959444
7.220,588.517,0.972916
7.230,588.086,0.973890
7.240,588.103,0.978468
7.250,588.103,0.983146
7.260,587.598,0.981067
7.270,587.275,0.979013
7.280,587.320,0.975853
7.290,587.332,0.967066
7.300,587.209,0.966703
7.310,587.184,0.956526
7.320,586.937,0.957287
7.330,587.037,0.965925
7.340,587.109,0.967213
7.350,587.223,0.970630
7.360,587.489,0.976261
7.370,588.163,0.981686
7.380,588.271,0.978256
7.390,588.482,0.976404
7.400,588.737,0.978280
7.410,588.932,0.974698
7.420,588.949,0.971034
7.430,589.181,0.973780
7.440,588.963,0.970650
7.450,588.391,0.971117
7.460,588.316,0.977866
7.470,587.919,0.948713
7.480,589.331,0.845525
7.490,595.700,0.504493
7.500,497.617,0.746049
7.510,495.456,0.825703
7.520,493.510,0.910071
7.530,492.918,0.928755
7.540,492.359,0.941398
7.550,492.342,0.940584
7.560,492.554,0.933896
7.570,493.066,0.933675
7.580,493.692,0.963303
7.590,493.984,0.969436
7.600,494.420,0.975553
7.610,494.789,0.976826
7.620,495.184,0.972328
7.630,495.724,0.967938
7.640,495.674,0.965756
7.650,495.248,0.959106
7.660,495.233,0.953762
7.670,495.051,0.954643
7.680,494.809,0.963226
7.690,494.617,0.964400
7.700,494.528,0.967631
7.710,494.835,0.968139
7.720,495.031,0.961276
7.730,495.085,0.968107
7.740,494.786,0.966086
7.750,494.673,0.965236
7.760,494.686,0.964056
7.770,494.232,0.963233
7.780,493.675,0.958393
7.790,494.013,0.965013
7.800,494.666,0.964794
7.810,495.343,0.954255
7.820,496.918,0.864657
7.830,499.770,0.629613
7.840,515.981,0.581946
7.850,523.051,0.694528
7.860,524.036,0.879409
7.870,524.721,0.939007
7.880,524.431,0.945581
7.890,523.968,0.945314
7.900,524.170,0.945935
7.910,524.363,0.952244
7.920,524.075,0.947095
7.930,523.833,0.937055
7.940,523.491,0.940397
7.950,523.806,0.937902
7.960,524.205,0.947533
7.970,524.142,0.945033
7.980,523.834,0.938075
7.990,524.050,0.945614
8.000,524.339,0.954021
8.010,523.734,0.949306
8.020,523.581,0.942186
8.030,523.834,0.946821
8.040,524.155,0.951450
8.050,523.723,0.953907
8.060,524.222,0.953756
8.070,524.850,0.952821
8.080,524.612,0.953993
8.090,524.993,0.956103
8.100,525.555,0.954783
8.110,525.427,0.954264
8.120,524.971,0.954051
8.130,525.080,0.955975
8.140,524.734,0.956763
8.150,524.396,0.953508
8.160,524.065,0.952858
8.170,523.724,0.947547
8.180,522.633,0.923217
8.190,519.762,0.864850
8.200,514.469,0.633496
8.210,495.255,0.418371
8.220,436.121,0.792799
8.230,436.439,0.907255
8.240,436.683,0.928982
8.250,437.130,0.932575
8.260,437.184,0.934822
8.270,437.396,0.938082
8.280,437.172,0.931251
8.290,437.225,0.929346
8.300,436.912,0.921991
8.310,437.208,0.920377
8.320,437.535,0.923244
8.330,437.886,0.924703
8.340,438.043,0.918128
8.350,437.956,0.919421
8.360,438.009,0.910508
8.370,437.918,0.918151
8.380,438.021,0.921987
8.390,438.426,0.916052
8.400,438.360,0.911064
8.410,438.462,0.926126
8.420,438.749,0.932215
8.430,439.083,0.946064
8.440,439.174,0.948769
8.450,438.855,0.930847
8.460,438.615,0.915004
8.470,438.514,0.907824
8.480,438.445,0.920338
8.490,438.780,0.936610
8.500,438.800,0.942219
8.510,438.810,0.945982
8.520,438.543,0.932417
8.530,438.156,0.921164
8.540,437.391,0.922775
8.550,436.858,0.930165
8.560,436.281,0.926355
8.570,436.776,0.901480
8.580,440.181,0.839924
8.590,484.524,0.634633
8.600,488.068,0.888520
8.610,489.527,0.935730
8.620,489.724,0.933198
8.630,490.670,0.955306
8.640,491.587,0.953754
8.650,491.509,0.961503
8.660,491.279,0.951744
8.670,491.264,0.952399
8.680,492.278,0.946335
8.690,492.601,0.946374
8.700,492.673,0.945906
8.710,492.384,0.951672
8.720,491.517,0.950232
8.730,490.637,0.939101
8.740,489.706,0.922847
8.750,489.007,0.902180
8.760,487.931,0.869439
8.770,487.418,0.859161
8.780,487.429,0.870061
8.790,488.768,0.885162
8.800,490.402,0.936500
8.810,492.054,0.945826
8.820,493.025,0.955185
8.830,493.806,0.974079
8.840,494.505,0.976976
8.850,495.035,0.973431
8.860,494.233,0.967039
8.870,493.352,0.950578
8.880,492.427,0.934088
8.890,491.670,0.950357
8.900,490.626,0.950138
8.910,489.449,0.916248
8.920,488.370,0.811491
8.930,486.243,0.847426
8.940,485.775,0.825071
8.950,487.227,0.862143
8.960,488.646,0.885767
8.970,490.319,0.909070
8.980,491.471,0.864333
8.990,493.303,0.859639
9.000,494.236,0.935656
9.010,494.561,0.967407
9.020,494.097,0.968396
9.030,493.514,0.954433
9.040,493.055,0.922749
9.050,492.381,0.882547
9.060,491.950,0.892212
9.070,491.984,0.909761
9.080,491.771,0.912355
9.090,491.513,0.929224
9.100,491.556,0.925804
9.110,491.243,0.868480
9.120,491.684,0.823439
9.130,491.779,0.792006
9.140,491.112,0.834553
9.150,490.924,0.848777
9.160,490.607,0.896336
9.170,490.401,0.888743
9.180,491.143,0.895430
9.190,491.294,0.892279
9.200,491.884,0.837725
9.210,492.380,0.786375
9.220,492.373,0.732843
9.230,493.132,0.788391
9.240,492.511,0.753870
9.250,492.254,0.833312
9.260,492.406,0.768080
9.270,492.671,0.806112
9.280,492.801,0.822254
9.290,493.103,0.845812
9.300,492.907,0.806249
9.310,493.160,0.820363
9.320,492.371,0.759399
9.330,492.195,0.750090
9.340,492.519,0.803174
9.350,493.237,0.854026
9.360,494.070,0.884623
9.370,493.735,0.898047
9.380,494.112,0.919335
9.390,493.734,0.877718
9.400,493.473,0.863732
9.410,493.387,0.786302
9.420,493.007,0.724454
9.430,492.293,0.652648
9.440,492.780,0.794574
9.450,492.382,0.768360
9.460,491.920,0.579018
9.470,492.694,0.545904
9.480,492.850,0.629300
9.490,492.348,0.518840
9.500,493.184,0.671295
9.510,493.263,0.774149
9.520,492.570,0.797201
9.530,489.764,0.810422
9.540,490.854,0.829658
9.550,487.904,0.707679
9.560,59.571,0.227275
9.570,486.697,0.235056
9.580,488.456,0.439713
9.590,489.870,0.491683
9.600,490.868,0.607793
9.610,491.067,0.711685
9.620,491.087,0.659826
9.630,489.872,0.448807
9.640,491.635,0.578869
9.650,485.646,0.472100
9.660,488.806,0.360178
9.670,487.717,0.283731
9.680,119.329,0.343729
9.690,118.276,0.232794
9.700,115.077,0.220174
9.710,115.508,0.334336
9.720,116.936,0.448696
9.730,118.703,0.054681
9.740,161.517,0.241845
9.750,159.591,0.317765
9.760,159.542,0.616157
9.770,163.202,0.678069
9.780,163.241,0.750956
9.790,163.372,0.706884
9.800,159.262,0.444572
9.810,156.105,0.427328
9.820,154.509,0.435471
9.830,119.470,0.201287
9.840,118.778,0.315095
9.850,118.294,0.273041
9.860,58.520,0.148318
9.870,118.945,0.186053
9.880,119.102,0.230935
9.890,118.633,0.279276
9.900,118.400,0.273185
9.910,120.620,0.433529
9.920,119.862,0.064285
9.930,432.899,0.530095
9.940,437.974,0.778135
9.950,438.920,0.753188
9.960,437.504,0.835016
9.970,436.571,0.849212
9.980,434.918,0.835336
9.990,434.961,0.898243
10.000,435.630,0.907765
10.010,436.228,0.908000
10.020,436.714,0.908902
10.030,437.674,0.917722
10.040,437.768,0.929586
10.050,437.971,0.924653
10.060,438.048,0.924390
10.070,437.909,0.928875
10.080,437.846,0.926912
10.090,437.835,0.927776
10.100,438.009,0.921877
10.110,438.331,0.913258
10.120,438.572,0.934874
10.130,438.833,0.943687
10.140,439.202,0.954749
10.150,439.250,0.956536
10.160,439.620,0.959869
10.170,439.805,0.965888
10.180,440.305,0.973337
10.190,440.103,0.966496
10.200,439.778,0.962632
10.210,439.788,0.960767
10.220,439.557,0.957822
10.230,439.354,0.953552
10.240,439.570,0.958573
10.250,439.542,0.959815
10.260,440.192,0.967916
10.270,440.791,0.975959
10.280,441.103,0.976297
10.290,441.118,0.973550
10.300,440.781,0.974003
10.310,440.097,0.967864
10.320,439.653,0.960385
10.330,439.645,0.880901
10.340,442.431,0.573698
10.350,486.366,0.773926
10.360,490.516,0.936621
10.370,491.280,0.948133
10.380,491.656,0.943996
10.390,492.319,0.934852
10.400,492.464,0.934996
10.410,493.656,0.954622
10.420,493.785,0.969877
10.430,494.012,0.972037
10.440,494.089,0.974232
10.450,494.465,0.977369
10.460,495.048,0.977797
10.470,495.585,0.976646
10.480,495.785,0.977489
10.490,495.466,0.973796
10.500,494.880,0.971207
10.510,494.449,0.965878
10.520,493.506,0.956194
10.530,492.809,0.947532
10.540,492.575,0.945598
10.550,492.438,0.945652
10.560,492.588,0.934012
10.570,493.683,0.956893
10.580,494.565,0.975112
10.590,495.044,0.978933
10.600,496.231,0.976133
10.610,496.947,0.971249
10.620,497.399,0.968157
10.630,497.546,0.966941
10.640,497.253,0.968753
10.650,496.732,0.971543
10.660,495.712,0.973941
10.670,495.045,0.974430
10.680,494.159,0.968401
10.690,493.273,0.953886
10.700,492.779,0.941234
10.710,492.311,0.949520
10.720,492.880,0.928555
10.730,495.343,0.897444
10.740,506.815,0.709772
