time,frequency,confidence
1.780,372.778,0.922724
1.790,372.457,0.930705
1.800,372.637,0.919846
1.810,372.856,0.921364
1.820,372.703,0.918724
1.830,372.492,0.918388
1.840,372.327,0.915342
1.850,372.030,0.918612
1.860,372.000,0.921251
1.870,371.742,0.910055
1.880,371.587,0.864061
1.890,372.612,0.713758
1.900,374.313,0.678260
1.910,372.437,0.560551
1.920,496.558,0.778541
1.930,498.116,0.859702
1.940,499.386,0.907827
1.950,499.468,0.926759
1.960,499.336,0.929642
1.970,499.117,0.927885
1.980,498.992,0.927740
1.990,498.760,0.929362
2.000,498.616,0.934299
2.010,498.502,0.939055
2.020,498.408,0.944407
2.030,498.328,0.949612
2.040,498.184,0.953668
2.050,497.930,0.957613
2.060,497.780,0.957866
2.070,497.657,0.956210
2.080,497.494,0.949429
2.090,497.402,0.931452
2.100,497.781,0.894166
2.110,498.226,0.768574
2.120,496.538,0.392577
2.130,583.120,0.518524
2.140,585.373,0.830894
2.150,586.528,0.896568
2.160,586.996,0.939393
2.170,586.811,0.947920
2.180,586.568,0.946460
2.190,586.593,0.952417
2.200,586.607,0.956158
2.210,586.733,0.957219
2.220,587.543,0.969996
2.230,588.307,0.976180
2.240,588.753,0.980471
2.250,589.251,0.984028
2.260,589.923,0.984667
2.270,590.884,0.981178
2.280,591.722,0.973059
2.290,591.895,0.967620
2.300,591.283,0.973125
2.310,590.096,0.983353
2.320,588.739,0.986604
2.330,587.642,0.983011
2.340,587.080,0.970141
2.350,586.397,0.922769
2.360,581.967,0.791311
2.370,574.840,0.858124
2.380,570.884,0.682091
2.390,564.830,0.637495
2.400,568.908,0.826524
2.410,566.465,0.887086
2.420,560.183,0.878980
2.430,557.352,0.935854
2.440,557.893,0.940183
2.450,557.635,0.934124
2.460,557.956,0.931350
2.470,560.333,0.898856
2.480,560.985,0.911103
2.490,560.749,0.897950
2.500,562.151,0.917261
2.510,562.686,0.929266
2.520,560.596,0.891382
2.530,558.798,0.926224
2.540,558.077,0.924494
2.550,557.212,0.908523
2.560,555.653,0.754431
2.570,557.223,0.332515
2.580,372.757,0.528239
2.590,373.129,0.614052
2.600,375.275,0.695495
2.610,375.529,0.788596
2.620,374.812,0.773741
2.630,374.703,0.793457
2.640,375.250,0.799173
2.650,375.298,0.788197
2.660,375.029,0.723917
2.670,374.556,0.710837
2.680,374.658,0.686713
2.690,186.557,0.688475
2.700,374.308,0.660535
2.710,374.203,0.663185
2.720,374.271,0.646111
2.730,186.408,0.731724
2.740,186.436,0.786566
2.750,186.339,0.763409
2.760,186.245,0.741839
2.770,185.735,0.583260
2.780,185.557,0.177335
2.790,236.750,0.556973
2.800,237.411,0.819584
2.810,236.653,0.865100
2.820,237.068,0.910708
2.830,237.259,0.926139
2.840,237.105,0.946562
2.850,237.033,0.943045
2.860,236.958,0.946522
2.870,236.725,0.945842
2.880,236.582,0.941692
2.890,236.461,0.939320
2.900,236.502,0.936435
2.910,236.414,0.943902
2.920,236.456,0.941708
2.930,236.252,0.922522
2.940,235.797,0.869483
2.950,235.434,0.796303
2.960,235.092,0.576997
2.970,940.352,0.172132
2.980,384.587,0.223142
2.990,471.941,0.343956
3.000,473.605,0.477189
3.010,475.723,0.459477
3.020,472.031,0.321237
3.030,324.390,0.575396
3.040,328.034,0.823995
3.050,329.286,0.930943
3.060,329.938,0.963700
3.070,330.131,0.972010
3.080,329.608,0.956710
3.090,329.057,0.941611
3.100,328.489,0.934228
3.110,328.024,0.951832
3.120,328.210,0.947186
3.130,328.333,0.945318
3.140,328.642,0.936261
3.150,329.019,0.943147
3.160,329.518,0.956545
3.170,329.939,0.963037
3.180,330.073,0.964107
3.190,329.814,0.954914
3.200,329.636,0.937487
3.210,329.658,0.908165
3.220,329.840,0.880507
3.230,328.374,0.851912
3.240,328.054,0.858498
3.250,291.195,0.615766
3.260,292.262,0.912814
3.270,292.674,0.924687
3.280,292.988,0.928463
3.290,293.650,0.962188
3.300,293.866,0.964675
3.310,293.629,0.956667
3.320,293.585,0.950081
3.330,293.436,0.943290
3.340,293.229,0.931165
3.350,293.188,0.913030
3.360,293.377,0.918499
3.370,293.990,0.867063
3.380,294.817,0.680699
3.390,291.826,0.394706
3.400,274.775,0.427352
3.410,276.893,0.717887
3.420,278.016,0.870272
3.430,278.469,0.924191
3.440,279.202,0.917570
3.450,279.476,0.913676
3.460,279.292,0.933639
3.470,279.261,0.932325
3.480,279.076,0.941328
3.490,279.513,0.927386
3.500,279.462,0.929739
3.510,279.310,0.936660
3.520,279.428,0.933172
3.530,279.084,0.947386
3.540,279.135,0.946219
3.550,278.883,0.950059
3.560,278.676,0.955855
3.570,278.749,0.951354
3.580,278.174,0.958428
3.590,277.352,0.947766
3.600,276.191,0.890279
3.610,274.911,0.879894
3.620,276.114,0.771600
3.630,280.402,0.712687
3.640,282.615,0.789366
3.650,281.390,0.783805
3.660,280.994,0.663655
3.670,243.160,0.541155
3.680,244.065,0.665879
3.690,243.816,0.699423
3.700,244.643,0.848766
3.710,245.122,0.865389
3.720,246.173,0.865089
3.730,248.316,0.888218
3.740,249.105,0.872357
3.750,249.134,0.820502
3.760,248.169,0.828079
3.770,247.263,0.789110
3.780,246.278,0.847188
3.790,246.234,0.844914
3.800,246.513,0.852425
3.810,247.362,0.878734
3.820,248.410,0.919246
3.830,249.829,0.902132
3.840,250.737,0.933116
3.850,251.330,0.926597
3.860,250.797,0.928992
3.870,250.974,0.908655
3.880,251.776,0.851499
3.890,252.816,0.763906
3.900,253.648,0.517309
3.910,279.832,0.604955
3.920,285.949,0.654661
3.930,289.898,0.860346
3.940,291.703,0.946536
3.950,292.762,0.934575
3.960,293.365,0.953462
3.970,293.848,0.963154
3.980,294.148,0.968069
3.990,293.948,0.965546
4.000,293.497,0.956527
4.010,293.214,0.950324
4.020,293.254,0.953985
4.030,293.387,0.957698
4.040,293.372,0.954013
4.050,293.501,0.955897
4.060,293.544,0.958048
4.070,292.726,0.891406
4.080,291.254,0.819032
4.090,290.825,0.707140
4.100,291.692,0.800085
4.110,292.124,0.843999
4.120,292.400,0.734307
4.130,363.934,0.483576
4.140,365.671,0.838306
4.150,366.925,0.910133
4.160,367.665,0.915233
4.170,368.957,0.894402
4.180,369.967,0.918125
4.190,370.336,0.929226
4.200,370.925,0.931309
4.210,371.811,0.935073
4.220,372.521,0.923488
4.230,373.426,0.903426
4.240,373.811,0.914334
4.250,374.061,0.916586
4.260,374.136,0.897308
4.270,374.127,0.801706
4.280,375.586,0.563851
4.290,488.586,0.387702
4.300,492.166,0.782117
4.310,494.114,0.918002
4.320,494.883,0.952350
4.330,495.283,0.967405
4.340,495.054,0.970268
4.350,495.308,0.968811
4.360,495.512,0.964110
4.370,495.609,0.963333
4.380,495.414,0.966322
4.390,495.275,0.970201
4.400,495.480,0.969686
4.410,495.665,0.963837
4.420,495.590,0.962085
4.430,495.122,0.966057
4.440,494.903,0.970964
4.450,494.855,0.970570
4.460,495.027,0.965478
4.470,495.260,0.956945
4.480,495.178,0.938311
4.490,494.451,0.918219
4.500,493.465,0.780762
4.510,985.717,0.486834
4.520,492.889,0.181876
4.530,588.836,0.716808
4.540,589.689,0.928257
4.550,589.439,0.957296
4.560,589.272,0.968553
4.570,589.503,0.970121
4.580,589.967,0.971289
4.590,590.541,0.973054
4.600,591.330,0.971176
4.610,591.450,0.967002
4.620,591.568,0.966715
4.630,591.635,0.971195
4.640,591.152,0.972083
4.650,591.061,0.971295
4.660,591.654,0.962986
4.670,591.856,0.937350
4.680,591.364,0.923800
4.690,591.260,0.866150
4.700,591.587,0.780898
4.710,593.972,0.185035
4.720,744.429,0.686326
4.730,745.752,0.867485
4.740,745.924,0.907714
4.750,745.867,0.921622
4.760,745.611,0.925720
4.770,745.585,0.925737
4.780,745.037,0.930051
4.790,745.479,0.928910
4.800,745.442,0.931062
4.810,745.871,0.925416
4.820,745.980,0.917661
4.830,746.102,0.906942
4.840,746.192,0.899992
4.850,746.236,0.889506
4.860,745.896,0.873358
4.870,744.960,0.837070
4.880,743.509,0.768824
4.890,741.603,0.683135
4.900,740.946,0.445473
4.910,740.678,0.317156
4.920,664.802,0.325627
4.930,663.012,0.604392
4.940,661.653,0.893043
4.950,661.039,0.935512
4.960,660.438,0.945656
4.970,659.680,0.952827
4.980,659.674,0.955542
4.990,659.675,0.962003
5.000,659.838,0.963327
5.010,659.776,0.965222
5.020,660.257,0.966439
5.030,660.371,0.965269
5.040,660.724,0.965263
5.050,660.520,0.963196
5.060,660.454,0.961128
5.070,660.638,0.961621
5.080,660.790,0.961777
5.090,660.880,0.963094
5.100,660.516,0.963952
5.110,660.361,0.964535
5.120,660.315,0.962114
5.130,660.061,0.941039
5.140,659.683,0.846738
5.150,219.528,0.347063
5.160,219.250,0.418186
5.170,439.759,0.525653
5.180,439.647,0.630032
5.190,439.859,0.739719
5.200,440.005,0.786436
5.210,440.006,0.803613
5.220,439.958,0.843904
5.230,439.947,0.862150
5.240,439.923,0.894127
5.250,439.921,0.905720
5.260,439.725,0.901864
5.270,439.829,0.900517
5.280,440.080,0.859896
5.290,440.272,0.706877
5.300,440.031,0.358852
5.310,440.155,0.314898
5.320,440.369,0.273152
5.330,280.269,0.244995
5.340,277.045,0.528528
5.350,277.069,0.724771
5.360,278.226,0.885912
5.370,278.672,0.933314
5.380,278.877,0.943348
5.390,279.046,0.937802
5.400,278.711,0.946629
5.410,278.214,0.948502
5.420,278.293,0.948791
5.430,278.239,0.944897
5.440,278.435,0.947243
5.450,278.179,0.945794
5.460,277.936,0.946099
5.470,278.043,0.936360
5.480,278.139,0.936142
5.490,278.444,0.940592
5.500,278.388,0.946871
5.510,278.076,0.959588
5.520,278.161,0.956299
5.530,277.626,0.962731
5.540,276.715,0.940371
5.550,275.703,0.940795
5.560,274.750,0.939272
5.570,273.138,0.811178
5.580,271.048,0.638821
5.590,272.646,0.658973
5.600,273.624,0.604035
5.610,387.266,0.368973
5.620,385.938,0.777361
5.630,386.084,0.863291
5.640,385.961,0.908367
5.650,386.089,0.932828
5.660,386.949,0.917539
5.670,388.111,0.947224
5.680,389.547,0.947191
5.690,391.102,0.915616
5.700,392.360,0.941504
5.710,392.569,0.946244
5.720,392.145,0.948355
5.730,391.827,0.941246
5.740,391.966,0.949661
5.750,392.602,0.963077
5.760,393.445,0.963967
5.770,394.401,0.954042
5.780,394.533,0.943316
5.790,393.491,0.941844
5.800,392.307,0.898565
5.810,391.328,0.776242
5.820,379.050,0.454777
5.830,372.907,0.869609
5.840,373.123,0.931726
5.850,372.424,0.955419
5.860,370.997,0.957610
5.870,370.327,0.955933
5.880,371.084,0.963482
5.890,371.541,0.961201
5.900,372.156,0.947879
5.910,373.599,0.921706
5.920,374.164,0.946599
5.930,375.118,0.957522
5.940,375.686,0.965067
5.950,374.746,0.959234
5.960,373.427,0.932784
5.970,372.762,0.946602
5.980,371.058,0.944491
5.990,370.931,0.911607
6.000,374.142,0.761948
6.010,379.036,0.410062
6.020,326.389,0.496508
6.030,327.072,0.824556
6.040,326.498,0.931868
6.050,327.521,0.952423
6.060,328.307,0.948236
6.070,328.926,0.936131
6.080,329.536,0.959049
6.090,329.880,0.966734
6.100,330.025,0.970312
6.110,330.131,0.972418
6.120,330.249,0.972533
6.130,330.909,0.973447
6.140,331.078,0.972573
6.150,330.790,0.973913
6.160,330.354,0.974070
6.170,329.462,0.958173
6.180,328.802,0.933520
6.190,329.102,0.936316
6.200,330.310,0.924978
6.210,330.386,0.880818
6.220,328.873,0.703919
6.230,291.971,0.776292
6.240,292.119,0.915613
6.250,292.657,0.931390
6.260,293.201,0.950369
6.270,293.442,0.961943
6.280,293.402,0.964216
6.290,293.383,0.965568
6.300,293.439,0.965433
6.310,293.770,0.973966
6.320,293.674,0.972319
6.330,293.636,0.970968
6.340,293.657,0.972543
6.350,293.774,0.976120
6.360,293.719,0.975101
6.370,293.775,0.975836
6.380,293.502,0.955820
6.390,293.339,0.887759
6.400,293.226,0.747399
6.410,294.690,0.558542
6.420,293.538,0.336496
6.430,370.819,0.440842
6.440,371.890,0.794063
6.450,372.804,0.868262
6.460,372.522,0.860303
6.470,371.958,0.880630
6.480,371.791,0.888865
6.490,371.064,0.906905
6.500,370.601,0.900997
6.510,370.550,0.911594
6.520,370.608,0.925054
6.530,370.672,0.932369
6.540,370.773,0.933408
6.550,371.020,0.941542
6.560,370.905,0.938421
6.570,370.560,0.932610
6.580,370.316,0.932714
6.590,369.508,0.899411
6.600,369.255,0.838899
6.610,370.617,0.770985
6.620,372.467,0.588119
6.630,294.350,0.305564
6.640,439.861,0.368126
6.650,439.929,0.667428
6.660,439.677,0.849193
6.670,439.710,0.889575
6.680,439.716,0.928839
6.690,439.863,0.947186
6.700,439.926,0.945879
6.710,439.670,0.942393
6.720,440.013,0.943477
6.730,440.077,0.941540
6.740,440.162,0.949041
6.750,440.054,0.952036
6.760,439.775,0.958878
6.770,439.690,0.957452
6.780,439.460,0.944819
6.790,439.198,0.890289
6.800,439.588,0.769986
6.810,439.603,0.593229
6.820,292.472,0.278998
6.830,293.982,0.595186
6.840,294.683,0.692336
6.850,590.755,0.777713
6.860,590.703,0.896331
6.870,590.056,0.952602
6.880,589.733,0.971887
6.890,590.019,0.976052
6.900,590.875,0.974943
6.910,591.152,0.975501
6.920,591.338,0.973912
6.930,591.471,0.973895
6.940,591.742,0.969684
6.950,591.246,0.972500
6.960,591.235,0.969704
6.970,591.266,0.960734
6.980,591.213,0.956432
6.990,592.283,0.939995
7.000,592.183,0.900928
7.010,592.360,0.632612
7.020,147.374,0.333992
7.030,743.532,0.406065
7.040,743.692,0.760471
7.050,744.345,0.867622
7.060,744.628,0.891829
7.070,744.517,0.900746
7.080,744.473,0.915781
7.090,744.343,0.921817
7.100,744.285,0.923234
7.110,743.856,0.927390
7.120,743.572,0.929459
7.130,743.168,0.933366
7.140,743.303,0.930877
7.150,743.509,0.926058
7.160,743.965,0.916718
7.170,744.787,0.905035
7.180,745.249,0.890594
7.190,744.252,0.888445
7.200,741.059,0.670485
7.210,147.397,0.357257
7.220,882.154,0.319550
7.230,879.837,0.603252
7.240,878.670,0.715145
7.250,878.188,0.754522
7.260,878.477,0.811105
7.270,878.892,0.834721
7.280,879.527,0.823572
7.290,880.690,0.853137
7.300,881.551,0.810877
7.310,881.952,0.626428
7.320,589.049,0.429222
7.330,294.384,0.453429
7.340,588.579,0.502183
7.350,588.555,0.547418
7.360,588.356,0.552006
7.370,587.786,0.469344
7.380,293.491,0.439846
7.390,880.364,0.651119
7.400,879.647,0.841825
7.410,877.361,0.881107
7.420,878.473,0.880359
7.430,879.418,0.833707
7.440,879.753,0.778578
7.450,879.799,0.748469
7.460,880.019,0.761485
7.470,879.627,0.681079
7.480,787.562,0.797360
7.490,786.575,0.857440
7.500,785.718,0.920837
7.510,786.070,0.942207
7.520,785.816,0.954652
7.530,785.398,0.959183
7.540,785.145,0.962646
7.550,784.877,0.962806
7.560,784.745,0.962117
7.570,784.863,0.961180
7.580,785.438,0.953048
7.590,786.590,0.934288
7.600,786.976,0.869577
7.610,787.212,0.779202
7.620,786.790,0.642582
7.630,786.341,0.501814
7.640,786.410,0.358523
7.650,787.033,0.377881
7.660,789.365,0.452732
7.670,793.462,0.461887
7.680,797.269,0.404928
7.690,796.257,0.447054
7.700,796.616,0.351514
7.710,495.662,0.456681
7.720,495.438,0.875921
7.730,495.057,0.943342
7.740,494.505,0.953554
7.750,494.494,0.954496
7.760,494.718,0.958138
7.770,495.482,0.964633
7.780,495.473,0.972009
7.790,494.766,0.971469
7.800,494.886,0.966929
7.810,495.571,0.960000
7.820,495.569,0.952969
7.830,494.338,0.946735
7.840,494.126,0.837696
7.850,494.734,0.658431
7.860,330.257,0.506043
7.870,329.835,0.754795
7.880,328.590,0.811711
7.890,328.502,0.873717
7.900,328.874,0.908433
7.910,328.995,0.924637
7.920,329.480,0.954640
7.930,330.177,0.971102
7.940,330.305,0.970954
7.950,330.053,0.968599
7.960,329.918,0.970840
7.970,329.760,0.971235
7.980,329.667,0.968944
7.990,329.838,0.972888
8.000,330.463,0.975081
8.010,331.245,0.957015
8.020,332.872,0.874856
8.030,332.730,0.817087
8.040,331.265,0.860935
8.050,329.617,0.903114
8.060,329.197,0.720142
8.070,590.919,0.845378
8.080,591.610,0.953051
8.090,592.413,0.952648
8.100,592.625,0.956514
8.110,592.509,0.960489
8.120,591.940,0.968149
8.130,591.537,0.969920
8.140,591.399,0.967402
8.150,591.770,0.962281
8.160,592.009,0.957891
8.170,592.349,0.952783
8.180,592.677,0.943718
8.190,592.465,0.947322
8.200,592.221,0.952018
8.210,592.216,0.944295
8.220,592.452,0.924702
8.230,593.349,0.893682
8.240,593.636,0.879326
8.250,592.556,0.900622
8.260,590.024,0.942811
8.270,583.529,0.807269
8.280,561.747,0.690729
8.290,563.145,0.808570
8.300,563.373,0.895925
8.310,561.371,0.882444
8.320,559.092,0.888794
8.330,561.859,0.904297
8.340,563.330,0.919425
8.350,561.308,0.882455
8.360,561.957,0.870084
8.370,565.175,0.865181
8.380,564.304,0.804285
8.390,564.357,0.705109
8.400,564.492,0.716841
8.410,563.972,0.662395
8.420,559.654,0.623318
8.430,558.190,0.658053
8.440,567.370,0.476643
8.450,490.294,0.394148
8.460,490.545,0.812471
8.470,492.362,0.904481
8.480,492.979,0.923129
8.490,493.359,0.939561
8.500,493.763,0.938285
8.510,493.922,0.943329
8.520,494.286,0.954456
8.530,494.266,0.943290
8.540,493.986,0.938321
8.550,493.971,0.936137
8.560,493.544,0.916206
8.570,493.178,0.897809
8.580,492.510,0.814575
8.590,491.589,0.674966
8.600,982.306,0.579095
8.610,491.263,0.794362
8.620,491.081,0.898275
8.630,490.955,0.879876
8.640,491.392,0.708923
8.650,487.974,0.571465
8.660,478.873,0.570763
8.670,475.259,0.809431
8.680,473.735,0.904559
8.690,473.973,0.903613
8.700,474.772,0.924347
8.710,473.899,0.938809
8.720,471.675,0.913830
8.730,470.168,0.940093
8.740,468.439,0.960004
8.750,467.361,0.961440
8.760,467.173,0.959929
8.770,467.598,0.961545
8.780,469.046,0.965551
8.790,470.175,0.956500
8.800,471.391,0.918048
8.810,472.970,0.939685
8.820,473.468,0.936981
8.830,472.685,0.915223
8.840,473.454,0.904319
8.850,474.662,0.848791
8.860,474.761,0.514620
8.870,468.548,0.280386
8.880,781.828,0.187134
8.890,783.415,0.716348
8.900,784.980,0.894916
8.910,785.850,0.937746
8.920,786.503,0.943544
8.930,787.048,0.938758
8.940,787.053,0.942072
8.950,787.392,0.946281
8.960,787.754,0.945731
8.970,788.027,0.945971
8.980,788.231,0.947657
8.990,788.264,0.943696
9.000,787.936,0.942992
9.010,787.706,0.942159
9.020,786.868,0.945964
9.030,786.123,0.924521
9.040,785.031,0.900444
9.050,783.129,0.887045
9.060,782.832,0.910402
9.070,784.110,0.825693
9.080,779.810,0.671642
9.090,757.530,0.590063
9.100,757.079,0.803913
9.110,756.993,0.853799
9.120,754.520,0.879720
9.130,754.049,0.876758
9.140,754.228,0.896609
9.150,749.201,0.890004
9.160,748.834,0.879242
9.170,750.335,0.868393
9.180,746.699,0.740271
9.190,756.283,0.665740
9.200,755.404,0.631485
9.210,752.573,0.584786
9.220,752.263,0.638460
9.230,752.076,0.730072
9.240,750.474,0.801285
9.250,753.136,0.748554
9.260,753.087,0.229259
9.270,319.836,0.675744
9.280,322.998,0.879945
9.290,325.183,0.917093
9.300,326.698,0.965784
9.310,327.762,0.964989
9.320,327.999,0.962188
9.330,327.800,0.963232
9.340,327.543,0.965619
9.350,327.839,0.963530
9.360,327.890,0.964369
9.370,328.145,0.960281
9.380,328.702,0.947072
9.390,328.680,0.946156
9.400,328.759,0.946763
9.410,328.901,0.948722
9.420,328.906,0.950081
9.430,328.757,0.944645
9.440,328.783,0.938927
9.450,329.681,0.949387
9.460,330.116,0.942758
9.470,328.486,0.907149
9.480,326.500,0.906554
9.490,316.179,0.704119
9.500,313.081,0.906921
9.510,313.734,0.943803
9.520,314.039,0.945531
9.530,313.788,0.954937
9.540,313.524,0.961931
9.550,313.349,0.960306
9.560,312.248,0.939168
9.570,310.702,0.860160
9.580,311.552,0.676732
9.590,299.775,0.353114
9.600,293.038,0.812502
9.610,291.773,0.892047
9.620,291.036,0.861676
9.630,291.392,0.855620
9.640,292.140,0.729402
9.650,282.693,0.472677
9.660,438.446,0.315079
9.670,441.705,0.766412
9.680,442.076,0.866451
9.690,441.438,0.921479
9.700,441.766,0.937409
9.710,441.806,0.948323
9.720,442.475,0.936273
9.730,442.823,0.928091
9.740,443.343,0.910274
9.750,443.726,0.909045
9.760,443.773,0.905583
9.770,443.574,0.919175
9.780,443.600,0.915810
9.790,443.404,0.914099
9.800,442.945,0.919577
9.810,441.829,0.922907
9.820,439.771,0.895732
9.830,437.786,0.884585
9.840,436.276,0.862804
9.850,432.349,0.446811
9.860,419.955,0.584322
9.870,419.253,0.823132
9.880,419.655,0.882808
9.890,419.181,0.897476
9.900,418.290,0.906623
9.910,417.888,0.923002
9.920,418.110,0.912171
9.930,418.088,0.920433
9.940,418.004,0.923604
9.950,417.962,0.921481
9.960,418.066,0.925809
9.970,418.342,0.921052
9.980,418.220,0.918457
9.990,418.327,0.918122
10.000,418.397,0.911530
10.010,418.832,0.884547
10.020,418.986,0.875788
10.030,419.319,0.873474
10.040,419.423,0.856846
10.050,418.493,0.846318
10.060,417.624,0.767826
10.070,750.104,0.508160
10.080,750.057,0.880592
10.090,749.780,0.920946
10.100,749.164,0.927087
10.110,749.157,0.923445
10.120,749.755,0.930834
10.130,750.171,0.926895
10.140,750.943,0.926766
10.150,752.039,0.924141
10.160,752.333,0.915838
10.170,752.746,0.910026
10.180,752.853,0.909016
10.190,752.732,0.895131
10.200,751.158,0.879912
10.210,751.047,0.860372
10.220,751.054,0.807752
10.230,750.106,0.751056
10.240,665.366,0.458420
10.250,663.796,0.848178
10.260,663.933,0.902492
10.270,663.690,0.923889
10.280,662.736,0.928118
10.290,661.950,0.923984
10.300,661.650,0.927638
10.310,662.261,0.927119
10.320,662.929,0.933834
10.330,663.288,0.929407
10.340,663.574,0.920022
10.350,663.668,0.893713
10.360,664.639,0.861383
10.370,664.541,0.828989
10.380,663.360,0.833292
10.390,663.715,0.812521
10.400,661.990,0.588741
10.410,287.963,0.522251
10.420,290.508,0.794721
10.430,291.564,0.921663
10.440,292.352,0.945007
10.450,292.907,0.934715
10.460,293.306,0.955338
10.470,293.637,0.960796
10.480,293.742,0.962890
10.490,293.666,0.959885
10.500,293.411,0.957279
10.510,293.145,0.946763
10.520,292.934,0.937309
10.530,292.849,0.940287
10.540,292.967,0.940245
10.550,293.121,0.946655
10.560,293.256,0.952342
10.570,293.155,0.947067
10.580,293.108,0.944338
10.590,292.818,0.929495
10.600,292.396,0.905641
10.610,291.715,0.837118
10.620,290.743,0.801917
10.630,290.149,0.869619
10.640,290.420,0.794438
10.650,276.394,0.538333
10.660,276.181,0.880135
10.670,278.063,0.914614
10.680,279.771,0.909278
10.690,280.161,0.945908
10.700,280.188,0.940418
10.710,279.925,0.932350
10.720,279.532,0.930357
10.730,279.530,0.928691
10.740,279.396,0.932609
