time,frequency,confidence
2.600,296.462,0.106559
2.610,482.051,0.122827
2.620,483.841,0.256558
2.630,484.640,0.402258
2.640,484.273,0.410302
2.650,483.278,0.388388
2.660,482.380,0.284241
2.670,480.878,0.170816
2.680,476.340,0.133222
2.690,295.092,0.177013
2.700,295.296,0.140520
2.710,780.707,0.190295
2.720,781.461,0.247838
2.730,293.933,0.098415
2.740,473.247,0.163075
2.750,473.810,0.201082
2.760,477.413,0.342390
2.770,480.088,0.371554
2.780,481.333,0.419088
2.790,482.123,0.452936
2.800,481.834,0.316415
2.810,481.602,0.266207
2.820,479.885,0.203371
2.830,477.587,0.159927
2.840,782.213,0.137981
2.850,153.973,0.099530
2.860,782.091,0.206258
2.870,782.437,0.183659
2.880,784.680,0.222946
2.890,471.914,0.138919
2.900,474.479,0.140703
2.910,479.001,0.186588
2.920,480.609,0.250525
2.930,481.153,0.359128
2.940,480.783,0.366435
2.950,480.120,0.411360
2.960,480.287,0.381770
2.970,478.419,0.374646
2.980,474.263,0.403383
2.990,472.216,0.288281
3.000,470.494,0.179849
3.010,469.464,0.169363
3.020,782.513,0.250779
3.030,469.800,0.171427
3.040,787.559,0.156445
3.050,472.156,0.143601
3.060,794.584,0.184586
3.070,480.662,0.276057
3.080,481.550,0.313770
3.090,481.660,0.518504
3.100,480.557,0.399161
3.110,480.423,0.594677
3.120,479.134,0.495429
3.130,475.258,0.533394
3.140,474.869,0.508886
3.150,473.381,0.431944
3.160,472.358,0.472590
3.170,472.065,0.310977
3.180,472.774,0.559838
3.190,473.630,0.595573
3.200,474.535,0.492573
3.210,475.065,0.388696
3.220,477.209,0.261819
3.230,480.159,0.260380
3.240,481.625,0.455326
3.250,481.628,0.618094
3.260,481.417,0.667700
3.270,480.259,0.671371
3.280,477.389,0.621572
3.290,474.290,0.549157
3.300,472.882,0.590737
3.310,473.482,0.584193
3.320,472.632,0.759267
3.330,473.273,0.723060
3.340,474.160,0.686103
3.350,475.569,0.598583
3.360,478.919,0.557658
3.370,480.458,0.443001
3.380,481.699,0.507369
3.390,482.377,0.655170
3.400,482.296,0.687582
3.410,480.899,0.652837
3.420,478.740,0.476481
3.430,787.380,0.244767
3.440,472.977,0.260210
3.450,472.813,0.376038
3.460,470.219,0.367772
3.470,470.846,0.423421
3.480,471.747,0.506364
3.490,473.668,0.633953
3.500,474.868,0.589857
3.510,477.095,0.256890
3.520,804.435,0.404147
3.530,802.933,0.532775
3.540,801.255,0.518102
3.550,796.584,0.618120
3.560,792.765,0.748459
3.570,788.199,0.861487
3.580,785.753,0.908689
3.590,785.912,0.921404
3.600,787.210,0.921617
3.610,788.846,0.915315
3.620,791.022,0.900300
3.630,795.081,0.879287
3.640,798.969,0.868313
3.650,803.066,0.867776
3.660,806.890,0.872292
3.670,807.056,0.853148
3.680,805.721,0.839316
3.690,802.236,0.817137
3.700,796.654,0.825012
3.710,791.085,0.857460
3.720,787.173,0.912635
3.730,786.965,0.908647
3.740,788.740,0.898498
3.750,791.662,0.849327
3.760,795.091,0.854707
3.770,798.118,0.854118
3.780,802.165,0.865994
3.790,805.558,0.864287
3.800,809.048,0.847486
3.810,808.901,0.825838
3.820,806.188,0.843934
3.830,802.232,0.849957
3.840,796.440,0.857775
3.850,791.808,0.854280
3.860,789.307,0.891976
3.870,789.055,0.894005
3.880,791.440,0.869951
3.890,792.981,0.840412
3.900,796.342,0.863579
3.910,801.050,0.836352
3.920,807.296,0.877483
3.930,810.967,0.848025
3.940,812.185,0.863517
3.950,810.893,0.858396
3.960,808.735,0.862466
3.970,805.135,0.862603
3.980,799.366,0.792801
3.990,792.742,0.805713
4.000,789.413,0.850410
4.010,790.781,0.789091
4.020,792.243,0.811008
4.030,793.799,0.857210
4.040,796.991,0.886792
4.050,802.694,0.850186
4.060,808.299,0.847569
4.070,812.089,0.858381
4.080,812.094,0.867439
4.090,809.310,0.874213
4.100,807.058,0.885576
4.110,804.149,0.868301
4.120,798.381,0.822381
4.130,792.643,0.842284
4.140,790.378,0.867337
4.150,790.652,0.874148
4.160,792.224,0.857687
4.170,795.234,0.884679
4.180,797.883,0.878888
4.190,803.511,0.865340
4.200,809.519,0.849889
4.210,812.532,0.885083
4.220,812.998,0.877970
4.230,810.506,0.873738
4.240,807.336,0.874031
4.250,803.845,0.845175
4.260,797.477,0.838702
4.270,792.903,0.823545
4.280,791.404,0.857411
4.290,792.297,0.844435
4.300,792.789,0.847734
4.310,795.342,0.878418
4.320,799.173,0.861304
4.330,804.905,0.858144
4.340,809.492,0.839064
4.350,811.452,0.852791
4.360,810.488,0.856523
4.370,808.775,0.880188
4.380,806.426,0.885255
4.390,802.745,0.852129
4.400,797.990,0.842741
4.410,792.973,0.840160
4.420,791.974,0.859523
4.430,793.956,0.833143
4.440,796.100,0.872776
4.450,798.631,0.876008
4.460,803.096,0.849084
4.470,808.415,0.831111
4.480,812.418,0.821145
4.490,812.769,0.831176
4.500,812.336,0.811352
4.510,812.097,0.839477
4.520,810.582,0.797646
4.530,806.170,0.842193
4.540,799.026,0.816709
4.550,794.606,0.842691
4.560,790.882,0.880484
4.570,791.714,0.850249
4.580,793.540,0.832565
4.590,795.758,0.852205
4.600,799.823,0.860184
4.610,804.621,0.888664
4.620,808.984,0.880869
4.630,812.789,0.884503
4.640,813.160,0.867380
4.650,810.059,0.856532
4.660,804.781,0.890290
4.670,801.356,0.860321
4.680,796.549,0.855842
4.690,792.486,0.850260
4.700,789.924,0.883906
4.710,790.604,0.879723
4.720,791.967,0.872454
4.730,795.077,0.893995
4.740,800.395,0.866415
4.750,805.999,0.898759
4.760,810.490,0.889268
4.770,811.390,0.901867
4.780,810.378,0.873146
4.790,807.143,0.917881
4.800,804.221,0.903169
4.810,800.125,0.862648
4.820,793.740,0.859290
4.830,791.249,0.881946
4.840,789.873,0.885265
4.850,791.321,0.838726
4.860,794.553,0.840014
4.870,800.726,0.839519
4.880,806.242,0.893839
4.890,807.664,0.901480
4.900,808.393,0.906729
4.910,807.585,0.922794
4.920,807.465,0.913792
4.930,807.265,0.907072
4.940,807.644,0.859811
4.950,808.411,0.800375
4.960,808.377,0.696384
4.970,807.010,0.487037
4.980,49.953,0.242897
4.990,49.412,0.208903
5.000,711.066,0.227793
5.010,709.237,0.563473
5.020,707.733,0.676120
5.030,705.819,0.702729
5.040,705.017,0.721411
5.050,703.816,0.714504
5.060,703.525,0.740643
5.070,707.418,0.692954
5.080,709.227,0.576693
5.090,711.446,0.457492
5.100,712.962,0.272448
5.110,714.936,0.264679
5.120,51.023,0.303790
5.130,714.098,0.243809
5.140,711.851,0.416945
5.150,710.933,0.661320
5.160,708.970,0.727559
5.170,709.015,0.755238
5.180,709.264,0.761271
5.190,709.783,0.766671
5.200,710.731,0.763399
5.210,712.660,0.730113
5.220,713.834,0.680024
5.230,714.052,0.526735
5.240,714.228,0.312029
5.250,712.934,0.170622
5.260,50.995,0.231880
5.270,50.987,0.236789
5.280,49.676,0.470685
5.290,50.167,0.355415
5.300,50.797,0.261539
5.310,626.409,0.335286
5.320,626.315,0.318762
5.330,624.952,0.590383
5.340,624.578,0.601045
5.350,624.154,0.711642
5.360,624.552,0.759578
5.370,624.413,0.772426
5.380,624.029,0.794093
5.390,624.949,0.801920
5.400,625.667,0.826082
5.410,626.424,0.858731
5.420,626.949,0.869655
5.430,627.415,0.845113
5.440,628.236,0.819322
5.450,628.400,0.748025
5.460,628.756,0.804935
5.470,629.619,0.820155
5.480,629.622,0.861728
5.490,630.132,0.846621
5.500,629.766,0.841290
5.510,629.653,0.795777
5.520,630.012,0.798565
5.530,629.758,0.758218
5.540,628.498,0.837935
5.550,627.838,0.806925
5.560,624.317,0.758632
5.570,616.088,0.744733
5.580,611.275,0.712971
5.590,607.266,0.685712
5.600,607.661,0.531826
5.610,600.305,0.571245
5.620,597.676,0.556797
5.630,594.823,0.665446
5.640,596.146,0.644336
5.650,595.923,0.661022
5.660,598.319,0.651650
5.670,598.599,0.689450
5.680,600.868,0.702374
5.690,600.965,0.763140
5.700,602.758,0.781080
5.710,601.531,0.782549
5.720,600.911,0.721672
5.730,597.100,0.776278
5.740,596.538,0.789060
5.750,596.596,0.805730
5.760,596.993,0.794023
5.770,597.267,0.808316
5.780,598.806,0.781952
5.790,599.867,0.809501
5.800,602.402,0.845062
5.810,602.353,0.869834
5.820,602.522,0.872579
5.830,601.466,0.867701
5.840,596.659,0.719194
5.850,587.732,0.572768
5.860,541.245,0.550197
5.870,536.934,0.858554
5.880,536.168,0.891780
5.890,535.407,0.879547
5.900,533.402,0.890329
5.910,531.075,0.884347
5.920,529.033,0.865493
5.930,527.458,0.895088
5.940,527.839,0.899701
5.950,530.401,0.910999
5.960,533.155,0.941998
5.970,535.319,0.945625
5.980,537.167,0.951581
5.990,539.034,0.938996
6.000,539.126,0.937312
6.010,538.791,0.946926
6.020,537.026,0.957885
6.030,535.535,0.948015
6.040,534.355,0.927541
6.050,533.884,0.932459
6.060,534.007,0.928178
6.070,535.240,0.940376
6.080,535.902,0.948967
6.090,536.210,0.955157
6.100,536.015,0.950316
6.110,535.697,0.930882
6.120,533.835,0.805528
6.130,531.213,0.459518
6.140,477.927,0.718249
6.150,473.729,0.870323
6.160,473.400,0.901352
6.170,471.798,0.871994
6.180,470.460,0.897847
6.190,469.656,0.928762
6.200,469.576,0.934653
6.210,468.747,0.955359
6.220,469.006,0.959861
6.230,468.908,0.964756
6.240,469.676,0.962862
6.250,469.900,0.959843
6.260,470.255,0.953441
6.270,470.700,0.942790
6.280,471.219,0.933532
6.290,471.276,0.935545
6.300,470.962,0.934093
6.310,470.091,0.955786
6.320,469.081,0.967826
6.330,468.047,0.971842
6.340,467.717,0.972970
6.350,467.336,0.972047
6.360,467.600,0.970680
6.370,467.521,0.969663
6.380,468.553,0.955903
6.390,467.263,0.913489
6.400,465.647,0.602919
6.410,447.480,0.609788
6.420,445.801,0.825254
6.430,445.514,0.889494
6.440,443.806,0.909191
6.450,444.016,0.909126
6.460,444.930,0.878251
6.470,444.320,0.896602
6.480,443.084,0.933006
6.490,443.911,0.922304
6.500,444.850,0.898257
6.510,443.825,0.914254
6.520,442.788,0.938486
6.530,443.215,0.935121
6.540,443.743,0.927616
6.550,443.570,0.928753
6.560,442.415,0.956526
6.570,442.669,0.956025
6.580,442.746,0.956241
6.590,442.900,0.953531
6.600,443.203,0.951056
6.610,443.713,0.936063
6.620,443.609,0.939257
6.630,442.994,0.954275
6.640,442.889,0.955276
6.650,443.202,0.946117
6.660,444.707,0.917996
6.670,447.058,0.912450
6.680,453.046,0.827616
6.690,460.893,0.849738
6.700,466.128,0.898982
6.710,467.338,0.939053
6.720,467.758,0.945443
6.730,468.908,0.949847
6.740,469.693,0.946860
6.750,469.913,0.942794
6.760,470.251,0.940520
6.770,470.146,0.944651
6.780,470.664,0.940109
6.790,470.162,0.945473
6.800,471.030,0.924380
6.810,470.759,0.923398
6.820,471.234,0.897489
6.830,471.004,0.867809
6.840,474.181,0.766173
6.850,472.156,0.563044
6.860,471.372,0.442060
6.870,391.069,0.186535
6.880,392.833,0.572225
6.890,392.522,0.812637
6.900,393.198,0.832259
6.910,392.878,0.894915
6.920,394.533,0.888314
6.930,394.794,0.917880
6.940,395.055,0.907511
6.950,394.657,0.907594
6.960,396.038,0.887377
6.970,395.218,0.908393
6.980,394.609,0.929340
6.990,393.561,0.942603
7.000,394.367,0.941693
7.010,395.825,0.904954
7.020,397.239,0.893043
7.030,397.298,0.852830
7.040,396.583,0.817487
7.050,395.865,0.764883
7.060,400.028,0.247667
7.070,48.745,0.391059
7.080,48.691,0.169619
7.090,397.788,0.096018
7.100,395.210,0.182610
7.110,398.756,0.191927
7.120,222.445,0.288053
7.130,399.563,0.312461
7.140,222.192,0.356929
7.150,221.833,0.259483
7.160,222.062,0.378961
7.170,221.992,0.229680
7.180,222.058,0.341388
7.190,399.374,0.292011
7.200,222.195,0.378160
7.210,222.280,0.320713
7.220,222.107,0.527145
7.230,398.672,0.395652
7.240,398.125,0.390017
7.250,399.071,0.469581
7.260,397.775,0.615407
7.270,397.877,0.809255
7.280,397.319,0.836648
7.290,397.060,0.878536
7.300,396.199,0.862214
7.310,396.766,0.895418
7.320,396.475,0.895203
7.330,396.626,0.905396
7.340,395.190,0.875194
7.350,395.365,0.896250
7.360,394.822,0.915188
7.370,395.232,0.908532
7.380,395.324,0.899714
7.390,396.107,0.910256
7.400,396.443,0.908833
7.410,396.729,0.918899
7.420,396.541,0.915451
7.430,396.604,0.926622
7.440,396.294,0.916353
7.450,396.205,0.926922
7.460,395.858,0.901823
7.470,396.198,0.912330
7.480,396.359,0.915098
7.490,396.396,0.920835
7.500,395.974,0.903901
7.510,396.655,0.921447
7.520,397.055,0.914891
7.530,397.530,0.899082
7.540,397.728,0.797782
7.550,398.517,0.543669
7.560,530.455,0.565575
7.570,530.763,0.646822
7.580,530.281,0.713847
7.590,530.374,0.671112
7.600,530.970,0.704752
7.610,531.159,0.651314
7.620,531.367,0.611874
7.630,532.062,0.533125
7.640,532.762,0.398982
7.650,132.706,0.471481
7.660,532.238,0.482258
7.670,531.902,0.580074
7.680,531.635,0.705107
7.690,530.855,0.799065
7.700,529.609,0.755717
7.710,528.819,0.763819
7.720,528.298,0.806428
7.730,527.925,0.799886
7.740,527.958,0.809790
7.750,528.901,0.743166
7.760,529.771,0.724849
7.770,530.613,0.723282
7.780,531.778,0.772012
7.790,533.625,0.773127
7.800,534.602,0.828064
7.810,534.807,0.815152
7.820,533.461,0.833706
7.830,533.100,0.851698
7.840,531.774,0.864509
7.850,529.753,0.799937
7.860,526.821,0.823176
7.870,525.862,0.781541
7.880,527.217,0.806371
7.890,528.455,0.782939
7.900,529.717,0.715352
7.910,531.111,0.702143
7.920,532.652,0.710691
7.930,533.872,0.559609
7.940,266.671,0.509095
7.950,267.079,0.460480
7.960,400.584,0.445686
7.970,398.669,0.738153
7.980,396.997,0.828544
7.990,395.719,0.817529
8.000,394.842,0.862492
8.010,394.523,0.885824
8.020,394.369,0.906330
8.030,395.039,0.898919
8.040,395.172,0.896626
8.050,395.533,0.907964
8.060,395.780,0.892574
8.070,396.455,0.914223
8.080,397.031,0.892029
8.090,397.109,0.897006
8.100,397.063,0.876565
8.110,396.545,0.864686
8.120,396.728,0.862030
8.130,395.874,0.853232
8.140,393.592,0.922709
8.150,392.592,0.938465
8.160,392.251,0.932358
8.170,392.387,0.946006
8.180,392.556,0.944552
8.190,393.465,0.959596
8.200,394.246,0.951459
8.210,395.412,0.926602
8.220,397.519,0.926258
8.230,399.095,0.909857
8.240,401.073,0.901625
8.250,400.552,0.864848
8.260,399.057,0.885978
8.270,397.026,0.923651
8.280,394.582,0.923114
8.290,392.323,0.939097
8.300,390.609,0.917829
8.310,390.297,0.928115
8.320,390.628,0.922896
8.330,391.429,0.923002
8.340,392.466,0.945684
8.350,393.882,0.945149
8.360,396.027,0.889495
8.370,397.989,0.904398
8.380,399.647,0.835410
8.390,399.381,0.830627
8.400,398.991,0.822368
8.410,396.874,0.880077
8.420,394.783,0.902628
8.430,393.023,0.944015
8.440,390.627,0.903940
8.450,389.218,0.926453
8.460,389.217,0.928689
8.470,389.999,0.928802
8.480,391.600,0.920634
8.490,393.182,0.954371
8.500,394.749,0.931457
8.510,397.349,0.927949
8.520,399.788,0.871313
8.530,399.286,0.907431
8.540,398.385,0.928562
8.550,396.653,0.934309
8.560,394.654,0.930144
8.570,392.668,0.950654
8.580,391.905,0.942021
8.590,392.046,0.952308
8.600,392.858,0.952526
8.610,393.706,0.958987
8.620,395.698,0.910563
8.630,396.888,0.937830
8.640,397.358,0.944666
8.650,396.747,0.943526
8.660,396.150,0.934455
8.670,395.823,0.934442
8.680,395.642,0.926476
8.690,395.296,0.942845
8.700,394.817,0.948560
8.710,394.470,0.959538
8.720,394.401,0.952622
8.730,394.557,0.949767
8.740,394.222,0.943983
8.750,392.687,0.933963
8.760,387.896,0.704833
8.770,382.399,0.669091
8.780,381.270,0.807734
8.790,380.327,0.888330
8.800,378.990,0.845881
8.810,377.269,0.858650
8.820,376.147,0.888527
8.830,375.755,0.909575
8.840,376.102,0.920583
8.850,375.956,0.934950
8.860,375.252,0.926711
8.870,375.742,0.916462
8.880,377.437,0.851045
8.890,378.621,0.842342
8.900,378.866,0.846204
8.910,378.906,0.890766
8.920,379.333,0.891815
8.930,379.278,0.904948
8.940,378.394,0.850696
8.950,376.272,0.893287
8.960,374.164,0.859910
8.970,371.958,0.907006
8.980,370.995,0.851492
8.990,371.223,0.865560
9.000,372.444,0.836010
9.010,374.184,0.852038
9.020,375.772,0.865277
9.030,377.175,0.858972
9.040,378.746,0.836427
9.050,379.842,0.870824
9.060,380.696,0.841180
9.070,380.740,0.862006
9.080,380.488,0.838379
9.090,378.191,0.816800
9.100,374.795,0.847577
9.110,372.486,0.875707
9.120,371.948,0.848691
9.130,371.494,0.855499
9.140,371.456,0.803993
9.150,371.943,0.847724
9.160,373.944,0.808612
9.170,376.214,0.864520
9.180,378.793,0.829431
9.190,380.535,0.887444
9.200,381.417,0.863911
9.210,381.549,0.878198
9.220,380.715,0.842416
9.230,379.353,0.845196
9.240,377.770,0.868717
9.250,375.247,0.914436
9.260,373.050,0.888844
9.270,372.058,0.921240
9.280,372.321,0.912949
9.290,372.915,0.907449
9.300,374.207,0.890161
9.310,376.490,0.896642
9.320,379.630,0.888189
9.330,381.163,0.904967
9.340,381.943,0.871496
9.350,382.164,0.874267
9.360,381.922,0.863760
9.370,380.962,0.892064
9.380,379.453,0.878635
9.390,377.112,0.901263
9.400,374.575,0.884570
9.410,372.789,0.909419
9.420,372.754,0.897636
9.430,373.284,0.899187
9.440,374.307,0.892786
9.450,375.564,0.922096
9.460,377.202,0.882828
9.470,379.778,0.907325
9.480,381.080,0.886308
9.490,381.416,0.894370
9.500,381.609,0.866313
9.510,380.952,0.895112
9.520,379.779,0.888030
9.530,376.863,0.900158
9.540,374.689,0.907752
9.550,372.937,0.903129
9.560,372.514,0.903501
9.570,372.528,0.918087
9.580,372.399,0.887580
9.590,373.100,0.897450
9.600,376.235,0.876254
9.610,378.932,0.871973
9.620,381.054,0.879662
9.630,381.639,0.897439
9.640,381.844,0.848444
9.650,381.773,0.866127
9.660,381.039,0.864994
9.670,378.696,0.887953
9.680,376.320,0.923088
9.690,374.720,0.910586
9.700,372.782,0.866795
9.710,371.859,0.917616
9.720,372.249,0.905255
9.730,372.764,0.902594
9.740,374.703,0.892336
9.750,376.795,0.902674
9.760,379.383,0.879750
9.770,381.159,0.917427
9.780,382.147,0.865901
9.790,382.549,0.889607
9.800,381.851,0.855739
9.810,379.607,0.888743
9.820,376.863,0.898451
9.830,374.683,0.912132
9.840,373.044,0.882168
9.850,372.378,0.928095
9.860,373.172,0.896513
9.870,374.163,0.912743
9.880,375.534,0.923195
9.890,376.862,0.915804
9.900,379.444,0.905553
9.910,380.928,0.928496
9.920,381.697,0.896558
9.930,381.181,0.921675
9.940,380.285,0.909833
9.950,378.373,0.905647
9.960,376.097,0.921288
9.970,373.505,0.898562
9.980,372.251,0.921527
9.990,372.254,0.924261
10.000,373.592,0.881795
10.010,375.037,0.912625
10.020,376.311,0.901464
10.030,377.922,0.883286
10.040,378.874,0.901599
10.050,378.759,0.917174
10.060,378.818,0.906146
10.070,378.545,0.914540
10.080,378.157,0.878611
10.090,377.688,0.893716
10.100,377.124,0.860204
10.110,375.719,0.751328
10.120,346.931,0.244637
10.130,334.909,0.698770
10.140,333.271,0.837459
10.150,333.506,0.923725
10.160,333.848,0.936493
10.170,333.255,0.927202
10.180,332.146,0.926374
10.190,331.615,0.946322
10.200,331.263,0.952804
10.210,330.956,0.959430
10.220,330.912,0.956928
10.230,331.116,0.955958
10.240,333.081,0.923706
10.250,334.478,0.942641
10.260,336.220,0.909611
10.270,337.438,0.925106
10.280,337.843,0.909864
10.290,337.133,0.898668
10.300,334.459,0.910081
10.310,334.016,0.932481
10.320,332.558,0.910791
10.330,330.497,0.948867
10.340,329.682,0.940282
10.350,328.432,0.946933
10.360,328.923,0.942493
10.370,329.549,0.960726
10.380,330.635,0.971248
10.390,331.874,0.959118
10.400,333.510,0.951437
10.410,334.631,0.952031
10.420,335.391,0.931070
10.430,334.948,0.873839
10.440,325.256,0.467351
10.450,296.569,0.644073
10.460,295.239,0.866732
10.470,295.258,0.940790
10.480,295.353,0.934385
10.490,295.395,0.944721
10.500,295.600,0.929999
10.510,295.350,0.942120
10.520,295.644,0.924271
10.530,295.322,0.953043
10.540,295.219,0.955471
10.550,295.360,0.956638
10.560,295.729,0.938967
10.570,295.637,0.946172
10.580,296.349,0.917870
10.590,296.024,0.938240
10.600,296.478,0.916564
10.610,296.402,0.929478
10.620,296.103,0.936567
10.630,295.940,0.951122
10.640,295.933,0.951851
10.650,295.738,0.960812
10.660,295.851,0.959389
10.670,295.727,0.963871
10.680,295.684,0.962692
10.690,295.518,0.962533
10.700,295.542,0.961919
10.710,295.707,0.940219
10.720,295.474,0.822841
10.730,294.806,0.585263
10.740,327.660,0.544817
